filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0v8MGxNetjg_ 10.000_ 20.000.wav,0.52020204,0.045849107,1613.2072681070717,1412.4199469367506,2908.0291748046875,0.10701949508101852,-377.00867,110.92828,-31.870615,6.6407022,-0.8315146,-4.451609,-0.19622335,-3.7763402,-5.195396,-0.6767085,-0.6668376,-7.442677,-1.042071,-0.21167783,-3.5130289,-1.7552835,-3.0297437,-2.873752,-2.084186,-4.006259,not_covid
1j1duoxdxBg_ 70.000_ 80.000.wav,0.53591967,0.0017672045,2892.900309995463,2467.7000444953173,5074.2095947265625,0.14858443648726852,-519.2981,60.83321,-13.686949,52.106445,0.02367712,-2.5801544,16.06641,-1.5136063,4.1083217,11.038373,-0.14323002,-0.8972688,7.246153,-1.7113217,3.8798735,3.6373014,3.0263813,2.439105,2.7785068,2.2092004,not_covid
1MSYO4wgiag_ 120.000_ 130.000.wav,0.49570107,0.033442184,3429.3454928688257,2788.6247365342106,6887.833658854167,0.2253146701388889,-282.54663,48.55093,-15.530038,12.70684,4.197268,-7.582499,-19.339329,-12.062806,-16.914818,13.680665,0.81893533,-6.0728354,-4.181358,0.9958035,-0.5268775,0.54494846,-8.846841,-2.9093175,-1.1150062,-5.9217405,not_covid
1PajbAKd8Kg_ 0.000_ 10.000.wav,0.40794486,0.013446356,2710.6148364541123,2664.1729916584786,5778.3253987630205,0.14207628038194445,-346.9259,75.774315,-7.6401367,11.369929,11.364984,1.8391446,-7.9596,-4.2627482,-8.286302,3.0995579,-2.8375998,5.065131,-0.28432733,0.9862601,-2.4534197,3.6917222,2.3170958,-2.0618885,-4.7798066,-0.513034,not_covid
cov1.wav,0.4194979,0.0590042,1581.1319875468223,1444.2745473506009,2926.5762992527175,0.15285629367236025,-340.57166,104.13354,-32.205322,-13.6384115,-3.006712,0.48926595,-21.78917,-17.804296,-9.2478,-5.5276556,-5.3641615,-8.268665,0.96119237,-5.721938,-6.3061304,-1.1001683,-1.7928772,-2.5382962,-3.665395,-3.5825644,covid
cov2.wav,0.41107738,0.06251653,2588.027613819732,2145.801629735741,4966.0451253255205,0.19728370949074073,-341.9194,48.336533,-20.548458,18.098045,-16.14926,26.623495,-12.104097,-15.420532,-22.6216,-10.579588,-14.631243,-13.193798,-4.2880282,-12.152697,-5.917758,-9.498706,-5.771673,-12.553815,-14.746587,-5.8560157,covid
cough-shallow-3CwioNQVDBQ6CttLyFVRJpMpVHk2.wav,0.44137657,0.007606036,2080.625329890532,2395.265722886477,4954.509171195652,0.10914147418478261,-355.1338,105.44903,-4.3263164,16.073126,-12.426582,16.466995,-20.445553,-10.958891,-6.8330903,-13.056872,-7.093513,-7.9337025,-12.521332,-8.411143,-7.298592,0.4469081,-11.754906,-6.767385,-15.617129,-7.761575,covid
pos-0421-084-cough-m-50.wav,0.42446908,0.030156251,1874.1524346519946,1868.2350994815959,3815.912882486979,0.11048267505787036,-436.97656,57.27324,-3.1057553,9.518655,-7.6854024,0.9128014,-10.634791,-7.9153175,-12.532554,-2.9522421,2.407458,-6.689236,-3.5944324,-6.0637197,0.21976994,-4.8653226,-6.6251106,-4.521542,-5.509906,-5.9957333,covid
cough-heavy-6T43bddKoKfG7MwnJWvrPZSsyrc2.wav,0.47391957,0.07059329,3054.1827439039002,1796.1455414572004,5009.145818280347,0.3363072389812139,-367.4922,27.239416,-84.4905,39.251728,-19.608345,18.48803,-3.4253454,7.9527645,-10.133783,-7.8166237,2.0585299,-17.144697,6.450436,-12.547796,-4.876093,-4.545387,-9.703171,-7.492913,-3.6404517,0.1002937,covid
cough-heavy-hNAGUEhL2Nh7V89at3yFEjQYo6c2.wav,0.4194979,0.0590042,1581.1319875468223,1444.2745473506009,2926.5762992527175,0.15285629367236025,-340.57166,104.13354,-32.205322,-13.6384115,-3.006712,0.48926595,-21.78917,-17.804296,-9.2478,-5.5276556,-5.3641615,-8.268665,0.96119237,-5.721938,-6.3061304,-1.1001683,-1.7928772,-2.5382962,-3.665395,-3.5825644,covid
